branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,college_code,college_name,round
AI Artificial Intelligence,40885,,53897,41284,57510,59609,46232,,,36111,,,35818,,,34162,38852,44843,107354,,111573,113281,,148269,E098,Atria Institute of Technology  Bangalore,Mock1
CD Computer Sc. and Design,73053,,,72562,,75566,65517,,92958,65696,,,63274,,,58927,61838,71066,163422,,243360,208601,,,E098,Atria Institute of Technology  Bangalore,Mock1
CE Civil,,,,158960,,,174363,,,117705,,,,,,116310,,161723,205951,,266857,,,,E098,Atria Institute of Technology  Bangalore,Mock1
CS Computers,39214,,40346,37458,38179,41205,39871,,,30624,,36736,32882,,36891,30084,36622,36525,114929,134332,129950,116062,137470,141048,E098,Atria Institute of Technology  Bangalore,Mock1
DS Comp. Sc. Engg- Data Sc.,55586,,67837,49414,,62195,51250,,82768,46461,,,45957,79787,,44730,47332,57292,135867,,195532,167373,,,E098,Atria Institute of Technology  Bangalore,Mock1
EC Electronics,65895,,,68124,75363,78287,82880,,,57724,,,58917,,64932,55789,75280,62695,172986,217851,196835,158765,,166875,E098,Atria Institute of Technology  Bangalore,Mock1
ES Electronics and Computer,84222,,,92379,,121090,87959,,,78818,132047,92090,89208,,,78029,90402,87096,184789,,223256,218808,,241739,E098,Atria Institute of Technology  Bangalore,Mock1
IE Info.Science,55684,,,51343,53477,55183,56294,,63262,46095,,52966,46783,,54099,44497,45017,51178,167370,222897,199457,157321,221617,235727,E098,Atria Institute of Technology  Bangalore,Mock1
ME Mechanical,174267,,,116858,,,127017,,,,,,,,,116829,,143499,217061,,267343,,,,E098,Atria Institute of Technology  Bangalore,Mock1
AI Artificial Intelligence,16971,,,18519,28055,20335,24029,,,14541,,,16162,,17225,14375,16142,17008,61617,73189,82415,50646,,75202,E099,New Horizon College of Engineering  Bangalore,Mock1
CS Computers,16599,,19262,15521,19599,17895,21780,,26330,12959,,15545,13759,17552,15469,12278,17422,15428,57207,59187,67220,58080,65588,67822,E099,New Horizon College of Engineering  Bangalore,Mock1
DS Comp. Sc. Engg- Data Sc.,20126,,22968,18978,30018,20395,24230,,,15655,,18162,16712,,,15308,23592,17139,66648,104860,95854,65746,,,E099,New Horizon College of Engineering  Bangalore,Mock1
EC Electronics,24107,,,22151,,26634,31634,47985,,19608,,,20974,,23502,18977,21427,21857,80127,100691,110056,81500,,95114,E099,New Horizon College of Engineering  Bangalore,Mock1
EE Electrical,50035,160604,,45965,,56349,52012,,,40348,,52894,41067,,,37027,38455,43080,118328,,124028,104779,,,E099,New Horizon College of Engineering  Bangalore,Mock1
IE Info.Science,,,,,,,,,,,,,,,,,,,,,,,,,E099,New Horizon College of Engineering  Bangalore,Mock1
ME Mechanical,81868,,,93330,,,111382,,267759,85996,141461,,79769,,,74467,,123916,150686,,,95454,,,E099,New Horizon College of Engineering  Bangalore,Mock1
AI Artificial Intelligence,72260,,,68436,,,,,111425,62320,,64117,62154,,,59307,71416,63292,135543,149861,,141370,,,E100,K N S Institute of Technology  Bangalore,Mock1
CE Civil,241722,,,164471,,,,,,183895,,,,,,163553,,200202,222925,,,178010,,,E100,K N S Institute of Technology  Bangalore,Mock1
CS Computers,70432,,,69051,,74547,59051,,,59794,,,59304,,60888,56980,62961,60184,130469,143338,138238,132611,,145324,E100,K N S Institute of Technology  Bangalore,Mock1
DS Comp. Sc. Engg- Data Sc.,94284,,,91504,,,76637,,,77337,105181,,76782,,,73049,98352,84727,178466,,189169,180247,,187426,E100,K N S Institute of Technology  Bangalore,Mock1
EC Electronics,93398,,,93369,,97763,97608,,,,,,85618,,,83859,100076,94431,185605,,200957,146753,,,E100,K N S Institute of Technology  Bangalore,Mock1
"IC CS-IoT, Cyber Security",101597,,,100438,168235,109742,99572,,,91400,,,97780,,,90243,,96028,207627,,217193,227507,,,E100,K N S Institute of Technology  Bangalore,Mock1
IE Info.Science,77072,,,88142,,99193,82580,138594,,81854,,,75523,,,74347,,80567,174296,,182500,191997,,,E100,K N S Institute of Technology  Bangalore,Mock1
ME Mechanical,,,232167,196422,,,205151,,,,,,,,,179999,,,246557,,,180958,,,E100,K N S Institute of Technology  Bangalore,Mock1
"AD Artificial Intel, Data Sc",68115,,109009,68194,,,67546,,87322,,,,60509,,,59461,64493,60421,113874,,143139,124625,,,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",Mock1
CE Civil,186063,,,194994,214944,246602,131976,,,147294,,,190936,,,125139,194387,181139,209279,,213503,239698,,,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",Mock1
CS Computers,66492,,,61057,64503,67983,64383,,,55293,,,52371,,56428,50164,51869,54206,98840,146928,128094,120860,,123307,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",Mock1
EC Electronics,88588,,,94660,,103172,96588,,,85533,,,83173,,89279,78607,87050,86232,180923,187766,193956,162704,,193042,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",Mock1
EE Electrical,,,,106311,,,101076,,,99970,,110208,97320,104283,,95791,,97710,191748,,,174385,,225435,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",Mock1
IE Info.Science,74598,,,65699,102108,,,,,62703,,,65216,,,60646,72855,64151,122195,,178728,118834,,,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",Mock1
ME Mechanical,193106,,,254823,,,163992,,,177931,,,198149,,,163314,,185271,238953,,,262609,,,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",Mock1
"AD Artificial Intel, Data Sc",51436,77123,,38969,,38983,40421,,,36057,,,41713,,,35103,,38407,100763,,146245,87627,,,E102,DONBOSCO Institute of Technology  Bangalore,Mock1
"CA CS (AI, Machine Learning)",65991,,,44950,,45884,40199,138942,,39426,,43378,44494,,,38760,48139,43366,118762,,170199,141576,,247871,E102,DONBOSCO Institute of Technology  Bangalore,Mock1
CE Civil,,,,,,,,,,,,,,,,,,,,,,,,,E102,DONBOSCO Institute of Technology  Bangalore,Mock1
CS Computers,41972,,50620,39983,42901,42665,44703,,,34628,,37791,35699,38065,38981,33249,37111,37696,97386,103887,125639,83259,,95082,E102,DONBOSCO Institute of Technology  Bangalore,Mock1
EC Electronics,64523,,,63081,,70709,80320,,,52085,74054,,54074,,,51254,67923,57121,158785,194179,202459,168422,,181470,E102,DONBOSCO Institute of Technology  Bangalore,Mock1
EE Electrical,,,,88473,,,105250,,129110,73223,,,74845,,,72933,80784,75024,163958,,217601,185788,,,E102,DONBOSCO Institute of Technology  Bangalore,Mock1
IE Info.Science,56659,,64898,52011,66574,66593,55700,,96891,47578,,,47110,,51378,45763,48832,50425,152269,186503,203781,138792,159375,212841,E102,DONBOSCO Institute of Technology  Bangalore,Mock1
ME Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,E102,DONBOSCO Institute of Technology  Bangalore,Mock1
"AD Artificial Intel, Data Sc",32526,,,31799,44401,36818,30287,,,29021,,,29956,,32902,27302,38662,32354,87164,,119732,103899,,136857,E103,Global Academy of Technology  Bangalore,Mock1
AE Aeronaut.Engg,58002,,,61209,,83680,63317,,,49974,,,46343,63409,,44602,,75704,112101,,141867,93325,,,E103,Global Academy of Technology  Bangalore,Mock1
AI Artificial Intelligence,31542,,,26951,,33877,37013,95803,,,,,26019,,,25420,,30477,96353,,112613,39986,,,E103,Global Academy of Technology  Bangalore,Mock1
"CA CS (AI, Machine Learning)",30003,,,32015,,33891,45695,,,29223,,33828,29539,,,28408,33367,31950,111331,129079,123405,95398,,130612,E103,Global Academy of Technology  Bangalore,Mock1
CE Civil,171874,,,141778,,183904,175756,,,127224,157793,,135528,,,120177,,156902,178042,,182129,215864,,,E103,Global Academy of Technology  Bangalore,Mock1
CS Computers,31478,,31753,28362,31136,31172,32342,,43425,23926,,27072,24492,,26597,23169,29350,26581,83022,92026,116602,100746,106651,116365,E103,Global Academy of Technology  Bangalore,Mock1
EC Electronics,42923,,52153,38140,50901,45481,87904,,,33876,,36881,33694,,43746,32944,41291,36463,130746,136534,151743,131453,168360,137251,E103,Global Academy of Technology  Bangalore,Mock1
EE Electrical,99351,126840,137963,57559,,,93063,,239521,50153,,,52448,,,50075,,51083,137849,,,167134,,,E103,Global Academy of Technology  Bangalore,Mock1
IE Info.Science,32757,,,31239,32531,33324,45427,,66525,27838,,,28921,,31857,27674,31738,29095,115358,140653,131160,119442,,139036,E103,Global Academy of Technology  Bangalore,Mock1
ME Mechanical,129631,,,120632,,195297,179591,,,106655,,,108016,,,104880,152479,133699,199328,,272877,218262,,,E103,Global Academy of Technology  Bangalore,Mock1
"CA CS (AI, Machine Learning)",70606,,,78438,90368,81958,61630,,75455,61590,,,63403,,,61558,66620,69559,163262,,201408,137445,,254961,E104,Nagarjuna College of Engineering and Technology  Bangalore (R),Mock1
CE Civil,250793,,,195854,,256330,212222,,,164371,,,239359,,,161128,185963,174433,221565,237877,226991,262843,,,E104,Nagarjuna College of Engineering and Technology  Bangalore (R),Mock1
CS Computers,60226,,63785,59155,61913,64501,64412,,,54205,,55893,55979,,57598,51450,55571,55513,127398,131456,145001,126357,147324,149323,E104,Nagarjuna College of Engineering and Technology  Bangalore (R),Mock1
DS Comp. Sc. Engg- Data Sc.,90366,,,76811,,84948,75868,,,69095,,,69834,,,67563,74810,79779,155092,,231123,146918,,,E104,Nagarjuna College of Engineering and Technology  Bangalore (R),Mock1
EC Electronics,87851,,,86052,,91179,113909,,,81306,,,80195,99132,88862,78271,82981,82514,170311,179545,189644,188608,,261331,E104,Nagarjuna College of Engineering and Technology  Bangalore (R),Mock1
IE Info.Science,71415,86044,90815,65878,,,68374,,,65131,,,62283,,,61865,,63872,165501,,187791,115623,,,E104,Nagarjuna College of Engineering and Technology  Bangalore (R),Mock1
"AD Artificial Intel, Data Sc",11313,42766,,13916,,,13912,,37104,12089,,13994,12260,,,10778,,13241,55997,,,43238,,,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
AE Aeronaut.Engg,33825,,,33556,61421,41659,24537,,,23841,,,23752,,29364,21771,32782,25470,94744,,103868,104428,,115595,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
AI Artificial Intelligence,13019,,21215,13118,,,15851,,,10699,,,10879,,,10688,16904,12643,43206,,50235,51771,,,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
CB Comp. Sc. and Bus Sys.,18636,,,18773,,,,,31837,15002,,,13284,,,12462,27368,17426,64327,150512,,58851,,97270,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
CE Civil,,,,89314,,130569,98467,,,85517,,,93375,,,78526,120318,105323,153381,,170860,108014,,,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
CS Computers,13515,,14883,12647,14560,14802,17860,,21425,9552,,11121,9474,14976,11334,8696,11748,11053,37513,46763,47603,40039,48744,47405,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
DG DESIGN,,,,,,,,,,,,,,,,,,,,,,,,,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
EC Electronics,17832,,,17882,25247,20567,30769,,,14206,,,14430,,18995,13595,19430,18147,64532,85947,83191,59350,,67606,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
EE Electrical,,,,38207,,38715,42671,155826,,,,,30787,,,25053,,32396,81557,,103174,94305,,,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
EV EC  Engg(VLSI Design),40068,,,27285,,37014,,,,27878,112948,,31097,,,21210,,30762,112177,,168250,136596,,,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
IE Info.Science,15642,,17606,14528,23691,17890,24014,,,11951,,13954,12411,,13662,11525,18277,13282,58338,89709,81197,56823,88612,82217,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
ME Mechanical,72917,,,82143,,97474,63593,,,66076,,,64981,,,58498,71025,74163,151298,,,140324,,,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Mock1
"AD Artificial Intel, Data Sc",71991,,,61889,,67607,62076,,,53849,90613,,54659,,,51965,,54233,104467,,129978,115797,,,E106,East West Institute of Technology  Bangalore,Mock1
AI Artificial Intelligence,60737,,67362,55103,,,58969,,62259,49399,,,49328,73662,,47726,65896,57358,115590,,,103806,,,E106,East West Institute of Technology  Bangalore,Mock1
"CA CS (AI, Machine Learning)",69576,,,65047,,79637,61171,,,55749,,,55456,,,55454,75582,61809,137113,,185160,124521,,,E106,East West Institute of Technology  Bangalore,Mock1
CE Civil,220353,,,249020,,,233967,,,,,249554,203146,,,179710,,195441,241907,,,246874,,,E106,East West Institute of Technology  Bangalore,Mock1
CS Computers,56891,,,51492,52525,58535,63964,,93790,46711,,49616,47704,,49687,45039,48545,49317,115558,122671,137064,135384,142104,147212,E106,East West Institute of Technology  Bangalore,Mock1
EC Electronics,88153,,,79672,83111,92306,115086,,,71182,,,71961,,84416,68220,82810,75140,184389,197262,214534,177306,,246984,E106,East West Institute of Technology  Bangalore,Mock1
EE Electrical,100163,,,100641,,,132462,,,103741,,106419,100388,,,89626,105889,93367,196892,,242082,196532,,206352,E106,East West Institute of Technology  Bangalore,Mock1
ES Electronics and Computer,94938,,,111632,,127016,124684,,,94599,,,94520,,,93513,94760,109486,205137,,271463,170649,,,E106,East West Institute of Technology  Bangalore,Mock1
"IC CS-IoT, Cyber Security",86727,,125464,85678,,,,,,,,76654,73094,,,67682,89576,73193,183585,237099,229498,151440,,,E106,East West Institute of Technology  Bangalore,Mock1
IE Info.Science,64218,,,71192,78041,81403,78802,,,58505,,,62589,,64533,57462,59050,63802,174013,,204159,165756,,264855,E106,East West Institute of Technology  Bangalore,Mock1
ME Mechanical,271688,,,220391,,,167296,,,170384,,,159704,,,151980,256846,236050,252181,,,248342,,,E106,East West Institute of Technology  Bangalore,Mock1
AI Artificial Intelligence,20056,,,17605,29808,21854,22703,,,14187,,,15160,,16574,13043,22516,15364,68975,,74891,64332,,81993,E107,B N M Institute of Technology  Bangalore,Mock1
CS Computers,16776,,,16277,21053,19574,19826,,,11228,,,12204,,14009,10178,14127,13386,58572,69368,77634,59270,,59749,E107,B N M Institute of Technology  Bangalore,Mock1
EC Electronics,19624,,,22645,,27070,27653,,55849,18145,,,20136,,,16402,27528,21805,85583,117764,115931,73789,,91384,E107,B N M Institute of Technology  Bangalore,Mock1
EE Electrical,34898,,,40388,,57222,65334,235417,,35692,,,39667,,,25109,,50729,115827,,131221,93238,,,E107,B N M Institute of Technology  Bangalore,Mock1
IE Info.Science,18043,,19964,17453,,,23991,,,12847,,,12831,25892,,11703,23642,15316,67696,,92505,61247,,,E107,B N M Institute of Technology  Bangalore,Mock1
ME Mechanical,117517,,,94301,,,123122,,,80670,,136757,86421,,,79032,128794,131230,169965,,,189685,,,E107,B N M Institute of Technology  Bangalore,Mock1
BT Bio Technology,,,,,,,,,,,,,,,,,,,,,,,,,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
"CA CS (AI, Machine Learning)",52877,61124,56327,50608,60766,58536,73327,168091,80896,44022,,50203,49522,,51412,40642,54628,48230,162969,220248,233506,205764,238261,260670,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
CE Civil,,,,,,,,,,,,,,,,,,,,,,,,,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
CS Computers,,,,,,,,,,,,,,,,274144,,,,,,,,,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
DS Comp. Sc. Engg- Data Sc.,53645,,58782,53268,57785,59703,86567,,120191,45294,,50650,50096,,52277,44059,55775,50251,163276,240413,248387,168574,200363,231743,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
EC Electronics,55682,,68353,48195,56364,58093,111243,,,41233,,,45654,,,40378,49456,50265,135569,151850,216857,109855,,204007,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
EE Electrical,,,,78924,,99543,114692,,,64310,,,68431,,,61499,88174,75949,159195,,175456,179413,,,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
IE Info.Science,,,,,,,,,,,,,,,,,,,,,,,,,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
ME Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
ZR COMP.SCE.AND ENG(ART.INT),46529,,,50190,,52798,71649,,,41548,102192,,42186,,43405,39122,39899,41121,141853,237769,213293,151241,,199948,E108,Sapthagiri NPS College of Engineering  Bangalore,Mock1
AI Artificial Intelligence,86145,,,84639,,92309,83545,,124769,74061,,,77134,111835,,72982,100054,81819,144379,,152808,182132,,248533,E109,City Engineering College  Bangalore,Mock1
CE Civil,,,,243404,,,,,,,,,,,,225311,,,236920,,,,,,E109,City Engineering College  Bangalore,Mock1
CS Computers,87225,,90087,87651,90105,93950,93729,,111125,79509,,84559,80805,,85541,75468,82852,84064,153815,159624,162613,155672,166531,161715,E109,City Engineering College  Bangalore,Mock1
EC Electronics,95678,134613,,100918,,109904,122285,,,83416,,,87275,,,80908,,83448,186578,,222904,193559,,,E109,City Engineering College  Bangalore,Mock1
"IC CS-IoT, Cyber Security",,,,100094,,,,,,,,95682,102288,,,91762,122447,95097,197777,,,262008,,,E109,City Engineering College  Bangalore,Mock1
IE Info.Science,103658,,,100526,111971,110335,108841,,,91806,,,94907,113600,100947,91101,99624,100275,200652,250419,265068,240488,,266684,E109,City Engineering College  Bangalore,Mock1
ME Mechanical,273286,,,240493,,,,,,239805,,,,,,192622,,254124,260702,,,,,,E109,City Engineering College  Bangalore,Mock1
CE Civil,,,,215049,,,,,,,,205908,,,,169292,264186,186621,240088,,,,,,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore",Mock1
CF CS(Artificial Intel.),76434,,,71473,,,73415,,,65491,,,73359,127305,,61003,,69307,109163,,188947,114784,,,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore",Mock1
CS Computers,57006,,,65065,72169,70387,63752,,106119,55864,,62138,58444,,65219,52582,59675,60847,143516,153266,161655,136466,164031,165080,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore",Mock1
CY CS- Cyber Security,88856,,,86142,,91707,95486,203209,,74283,,,74121,,,70705,,82092,168453,,245805,80702,273393,,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore",Mock1
DS Comp. Sc. Engg- Data Sc.,80572,,,85781,120111,91811,88497,,,76920,,79531,73795,,,71213,,79317,178350,,263453,219878,,,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore",Mock1
EC Electronics,96081,,,93135,,99807,116918,,,87170,,,90802,,93377,84148,89497,88336,196263,231950,226264,256795,,274380,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore",Mock1
IE Info.Science,76483,,105892,76504,114014,,74520,,,70761,,,71315,,,67893,87200,77327,187373,202613,,148353,,240291,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore",Mock1
ME Mechanical,,,,174297,,,237095,,,169934,,,,,,167634,,168813,230513,,,207198,,,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore",Mock1
AI Artificial Intelligence,82805,,,80486,,102920,83731,,112808,71665,,,81682,,,70724,86829,77811,147632,157148,,80801,,,E112,Sri Krishna Institute of Technology  Bangalore,Mock1
